,MLII_filtered
1010,2.261643205276621e+34
1011,2.176624381208222e+34
1012,2.091747420556425e+34
1013,2.0076086271070446e+34
1014,1.9250160632416762e+34
1015,1.844632583025647e+34
1016,1.766481920535007e+34
1017,1.6895335939288802e+34
1018,1.6116706430924681e+34
1019,1.5303021765861257e+34
1020,1.4436536614960143e+34
1021,1.3523737661816606e+34
1022,1.260674221697507e+34
1023,1.1760093352751209e+34
1024,1.106567400206572e+34
1025,1.0567254920308164e+34
1026,1.0219619375504789e+34
1027,9.859982302134246e+33
1028,9.233308554677664e+33
1029,8.090130554301839e+33
1030,6.342845142359474e+33
1031,4.221794560872625e+33
1032,2.3354344951689606e+33
1033,1.5370754112038807e+33
1034,2.5574309851638134e+33
1035,5.479836334433478e+33
1036,9.280019700456765e+33
1037,1.1753275295031396e+34
1038,1.0119101571477018e+34
1039,2.3622492781626277e+33
1040,-1.1044461645813097e+34
1041,-2.5848872024436738e+34
1042,-3.422546936120025e+34
1043,-2.730733936049168e+34
1044,1.4486368025420803e+31
1045,4.348240485645001e+34
1046,8.588234812016198e+34
1047,9.877290823529154e+34
1048,5.154723757942423e+34
1049,-7.350461089854551e+34
1050,-2.6601941760788267e+35
1051,-4.815950722692347e+35
1052,-6.5315788724047425e+35
1053,-7.19106511406834e+35
1054,-6.543613199961592e+35
1055,-4.8401512448925604e+35
1056,-2.6966526732519595e+35
1057,-7.835673942985098e+34
1058,4.555307302318771e+34
1059,9.173675611912334e+34
1060,7.789818640927134e+34
1061,3.4571561651257805e+34
1062,-9.937632397113852e+33
1063,-3.8568948515931786e+34
1064,-4.715084433253525e+34
1065,-4.0713812315247413e+34
1066,-2.782523516529654e+34
1067,-1.58339062646471e+34
1068,-8.518523037001469e+33
1069,-6.174243850669386e+33
1070,-7.200186971225914e+33
1071,-9.943100267837203e+33
1072,-1.3799038453578272e+34
1073,-1.9137198924751543e+34
1074,-2.624251505188625e+34
1075,-3.397774737990727e+34
1076,-3.909291188921952e+34
1077,-3.6955766566663285e+34
1078,-2.3907384487411517e+34
1079,-5.5793043240146025e+32
1080,2.558401218946232e+34
1081,4.024190173417565e+34
1082,2.689246970548341e+34
1083,-2.4393163445414575e+34
1084,-1.065465381226528e+35
1085,-1.88967722181631e+35
1086,-2.2133066267888707e+35
1087,-1.5196173941078844e+35
1088,4.116975916963588e+34
1089,3.176498437198228e+35
1090,5.585198208408989e+35
1091,5.865082245015755e+35
1092,2.3189165952706216e+35
1093,-5.692734786374555e+35
1094,-1.685961166482404e+36
1095,-2.772025398137675e+36
1096,-3.363264995337152e+36
1097,-3.082739100182692e+36
1098,-1.8604551046565753e+36
1099,-2.663425497219348e+34
